Time;Object Name;Status;Value;;;;
10:38:47;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:21;5181;
10:38:48;TIC Turbo Speed;;1,6;9:12:26;1:26:22;5182;
10:38:49;TIC Turbo Power;;8,2;9:12:26;1:26:23;5183;
10:38:49;TIC Gauge 1;11;3,93E+00;9:12:26;1:26:23;5183;
10:38:49;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:23;5183;
10:38:49;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:23;5183;
10:38:51;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:25;5185;
10:38:51;TIC Turbo Speed;;1,6;9:12:26;1:26:25;5185;
10:38:51;TIC Turbo Power;;6,8;9:12:26;1:26:25;5185;
10:38:51;TIC Gauge 1;11;3,90E+00;9:12:26;1:26:25;5185;
10:38:51;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:25;5185;
10:38:53;TIC Turbo Speed;;1,6;9:12:26;1:26:27;5187;
10:38:53;TIC Turbo Power;;6,1;9:12:26;1:26:27;5187;
10:38:53;TIC Gauge 1;11;3,90E+00;9:12:26;1:26:27;5187;
10:38:53;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:27;5187;
10:38:53;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:27;5187;
10:38:55;TIC Turbo Speed;;1,6;9:12:26;1:26:29;5189;
10:38:55;TIC Turbo Power;;8;9:12:26;1:26:29;5189;
10:38:55;TIC Gauge 1;11;3,88E+00;9:12:26;1:26:29;5189;
10:38:55;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:29;5189;
10:38:55;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:29;5189;
10:38:57;TIC Turbo Speed;;1,6;9:12:26;1:26:31;5191;
10:38:57;TIC Turbo Power;;7,3;9:12:26;1:26:31;5191;
10:38:57;TIC Gauge 1;11;3,88E+00;9:12:26;1:26:31;5191;
10:38:57;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:31;5191;
10:38:57;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:31;5191;
10:38:59;TIC Turbo Speed;;1,6;9:12:26;1:26:33;5193;
10:38:59;TIC Turbo Power;;7,3;9:12:26;1:26:33;5193;
10:38:59;TIC Gauge 1;11;3,86E+00;9:12:26;1:26:33;5193;
10:38:59;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:33;5193;
10:38:59;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:33;5193;
10:39:01;TIC Turbo Speed;;1,6;9:12:26;1:26:35;5195;
10:39:01;TIC Turbo Power;;6,1;9:12:26;1:26:35;5195;
10:39:01;TIC Gauge 1;11;3,85E+00;9:12:26;1:26:35;5195;
10:39:01;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:35;5195;
10:39:01;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:35;5195;
10:39:03;TIC Gauge 1;11;3,85E+00;9:12:26;1:26:37;5197;
10:39:03;TIC Turbo Speed;;1,6;9:12:26;1:26:37;5197;
10:39:03;TIC Turbo Power;;6,3;9:12:26;1:26:37;5197;
10:39:03;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:37;5197;
10:39:03;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:37;5197;
10:39:05;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:39;5199;
10:39:05;TIC Turbo Speed;;1,6;9:12:26;1:26:39;5199;
10:39:05;TIC Turbo Power;;8;9:12:26;1:26:39;5199;
10:39:05;TIC Gauge 1;11;3,83E+00;9:12:26;1:26:39;5199;
10:39:05;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:39;5199;
10:39:07;TIC Turbo Speed;;1,6;9:12:26;1:26:41;5201;
10:39:07;TIC Turbo Power;;6,3;9:12:26;1:26:41;5201;
10:39:07;TIC Gauge 1;11;3,83E+00;9:12:26;1:26:41;5201;
10:39:07;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:41;5201;
10:39:07;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:41;5201;
10:39:09;TIC Turbo Speed;;1,6;9:12:26;1:26:43;5203;
10:39:09;TIC Turbo Power;;6,5;9:12:26;1:26:43;5203;
10:39:09;TIC Gauge 1;11;3,83E+00;9:12:26;1:26:43;5203;
10:39:09;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:43;5203;
10:39:09;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:43;5203;
10:39:11;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:45;5205;
10:39:11;TIC Turbo Speed;;1,6;9:12:26;1:26:45;5205;
10:39:11;TIC Turbo Power;;7;9:12:26;1:26:45;5205;
10:39:11;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:45;5205;
10:39:11;TIC Gauge 1;11;3,83E+00;9:12:26;1:26:45;5205;
10:39:13;TIC Turbo Speed;;1,6;9:12:26;1:26:47;5207;
10:39:13;TIC Turbo Power;;8;9:12:26;1:26:47;5207;
10:39:13;TIC Gauge 1;11;3,83E+00;9:12:26;1:26:47;5207;
10:39:13;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:47;5207;
10:39:14;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:48;5208;
10:39:15;TIC Turbo Speed;;1,6;9:12:26;1:26:49;5209;
10:39:15;TIC Turbo Power;;6,3;9:12:26;1:26:49;5209;
10:39:15;TIC Gauge 1;11;3,81E+00;9:12:26;1:26:49;5209;
10:39:15;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:49;5209;
10:39:16;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:50;5210;
10:39:17;TIC Turbo Speed;;1,6;9:12:26;1:26:51;5211;
10:39:17;TIC Turbo Power;;6,1;9:12:26;1:26:51;5211;
10:39:17;TIC Gauge 1;11;3,78E+00;9:12:26;1:26:51;5211;
10:39:18;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:52;5212;
10:39:18;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:52;5212;
10:39:19;TIC Gauge 1;11;3,78E+00;9:12:26;1:26:53;5213;
10:39:19;TIC Turbo Speed;;1,6;9:12:26;1:26:53;5213;
10:39:19;TIC Turbo Power;;8,2;9:12:26;1:26:53;5213;
10:39:19;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:53;5213;
10:39:20;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:54;5214;
10:39:21;TIC Turbo Speed;;1,6;9:12:26;1:26:55;5215;
10:39:21;TIC Turbo Power;;6,3;9:12:26;1:26:55;5215;
10:39:22;TIC Gauge 1;11;3,76E+00;9:12:26;1:26:56;5216;
10:39:22;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:56;5216;
10:39:22;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:56;5216;
10:39:23;TIC Turbo Speed;;1,6;9:12:26;1:26:57;5217;
10:39:24;TIC Turbo Power;;6,1;9:12:26;1:26:58;5218;
10:39:24;TIC Gauge 1;11;3,76E+00;9:12:26;1:26:58;5218;
10:39:24;TIC Gauge 2;5;9,90E+09;9:12:26;1:26:58;5218;
10:39:24;TIC Gauge 3;5;9,90E+09;9:12:26;1:26:58;5218;
10:39:26;TIC Turbo Speed;;1,6;9:12:26;1:27:00;5220;
10:39:26;TIC Turbo Power;;8;9:12:26;1:27:00;5220;
10:39:26;TIC Gauge 1;11;3,74E+00;9:12:26;1:27:00;5220;
10:39:26;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:00;5220;
10:39:26;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:00;5220;
10:39:28;TIC Turbo Speed;;1,6;9:12:26;1:27:02;5222;
10:39:28;TIC Turbo Power;;8,2;9:12:26;1:27:02;5222;
10:39:28;TIC Gauge 1;11;3,74E+00;9:12:26;1:27:02;5222;
10:39:28;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:02;5222;
10:39:28;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:02;5222;
10:39:30;TIC Turbo Speed;;1,6;9:12:26;1:27:04;5224;
10:39:30;TIC Turbo Power;;8,2;9:12:26;1:27:04;5224;
10:39:30;TIC Gauge 1;11;3,74E+00;9:12:26;1:27:04;5224;
10:39:30;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:04;5224;
10:39:30;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:04;5224;
10:39:32;TIC Turbo Speed;;1,6;9:12:26;1:27:06;5226;
10:39:32;TIC Turbo Power;;7,5;9:12:26;1:27:06;5226;
10:39:32;TIC Gauge 1;11;3,74E+00;9:12:26;1:27:06;5226;
10:39:32;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:06;5226;
10:39:32;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:06;5226;
10:39:34;TIC Turbo Speed;;1,6;9:12:26;1:27:08;5228;
10:39:34;TIC Turbo Power;;6,5;9:12:26;1:27:08;5228;
10:39:34;TIC Gauge 1;11;3,71E+00;9:12:26;1:27:08;5228;
10:39:34;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:08;5228;
10:39:34;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:08;5228;
10:39:36;TIC Turbo Speed;;1,6;9:12:26;1:27:10;5230;
10:39:36;TIC Turbo Power;;7,5;9:12:26;1:27:10;5230;
10:39:36;TIC Gauge 1;11;3,71E+00;9:12:26;1:27:10;5230;
10:39:36;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:10;5230;
10:39:36;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:10;5230;
10:39:38;TIC Turbo Speed;;1,6;9:12:26;1:27:12;5232;
10:39:38;TIC Turbo Power;;8;9:12:26;1:27:12;5232;
10:39:38;TIC Gauge 1;11;3,71E+00;9:12:26;1:27:12;5232;
10:39:38;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:12;5232;
10:39:38;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:12;5232;
10:39:40;TIC Turbo Speed;;1,6;9:12:26;1:27:14;5234;
10:39:40;TIC Turbo Power;;7;9:12:26;1:27:14;5234;
10:39:40;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:14;5234;
10:39:40;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:14;5234;
10:39:40;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:14;5234;
10:39:42;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:16;5236;
10:39:42;TIC Turbo Speed;;1,6;9:12:26;1:27:16;5236;
10:39:42;TIC Turbo Power;;8;9:12:26;1:27:16;5236;
10:39:42;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:16;5236;
10:39:42;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:16;5236;
10:39:44;TIC Turbo Speed;;1,6;9:12:26;1:27:18;5238;
10:39:44;TIC Turbo Power;;6,1;9:12:26;1:27:18;5238;
10:39:44;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:18;5238;
10:39:44;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:18;5238;
10:39:44;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:18;5238;
10:39:46;TIC Turbo Speed;;1,6;9:12:26;1:27:20;5240;
10:39:46;TIC Turbo Power;;8,4;9:12:26;1:27:20;5240;
10:39:46;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:20;5240;
10:39:46;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:20;5240;
10:39:46;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:20;5240;
10:39:48;TIC Turbo Speed;;1,6;9:12:26;1:27:22;5242;
10:39:48;TIC Turbo Power;;7,5;9:12:26;1:27:22;5242;
10:39:48;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:22;5242;
10:39:48;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:22;5242;
10:39:48;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:22;5242;
10:39:50;TIC Turbo Speed;;1,6;9:12:26;1:27:24;5244;
10:39:50;TIC Turbo Power;;7,5;9:12:26;1:27:24;5244;
10:39:50;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:24;5244;
10:39:50;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:24;5244;
10:39:51;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:25;5245;
10:39:52;TIC Turbo Speed;;1,6;9:12:26;1:27:26;5246;
10:39:52;TIC Turbo Power;;5,4;9:12:26;1:27:26;5246;
10:39:52;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:26;5246;
10:39:53;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:27;5247;
10:39:53;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:27;5247;
10:39:54;TIC Turbo Speed;;1,6;9:12:26;1:27:28;5248;
10:39:54;TIC Turbo Power;;7,3;9:12:26;1:27:28;5248;
10:39:54;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:28;5248;
10:39:55;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:29;5249;
10:39:55;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:29;5249;
10:39:56;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:30;5250;
10:39:56;TIC Turbo Speed;;1,6;9:12:26;1:27:30;5250;
10:39:56;TIC Turbo Power;;6,5;9:12:26;1:27:30;5250;
10:39:57;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:31;5251;
10:39:57;TIC Gauge 1;11;3,68E+00;9:12:26;1:27:31;5251;
10:39:58;TIC Gauge 1;11;3,66E+00;9:12:26;1:27:32;5252;
10:39:59;TIC Turbo Speed;;1,6;9:12:26;1:27:33;5253;
10:39:59;TIC Turbo Power;;6,1;9:12:26;1:27:33;5253;
10:39:59;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:33;5253;
10:39:59;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:33;5253;
10:40:01;TIC Turbo Power;;5,4;9:12:26;1:27:35;5255;
10:40:01;TIC Turbo Speed;;1,6;9:12:26;1:27:35;5255;
10:40:01;TIC Gauge 1;11;3,66E+00;9:12:26;1:27:35;5255;
10:40:01;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:35;5255;
10:40:01;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:35;5255;
10:40:03;TIC Turbo Speed;;1,6;9:12:26;1:27:37;5257;
10:40:03;TIC Turbo Power;;8,2;9:12:26;1:27:37;5257;
10:40:03;TIC Gauge 1;11;3,64E+00;9:12:26;1:27:37;5257;
10:40:03;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:37;5257;
10:40:03;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:37;5257;
10:40:05;TIC Turbo Speed;;1,6;9:12:26;1:27:39;5259;
10:40:05;TIC Turbo Power;;7;9:12:26;1:27:39;5259;
10:40:05;TIC Gauge 1;11;3,63E+00;9:12:26;1:27:39;5259;
10:40:05;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:39;5259;
10:40:05;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:39;5259;
10:40:07;TIC Turbo Speed;;1,6;9:12:26;1:27:41;5261;
10:40:07;TIC Turbo Power;;6,1;9:12:26;1:27:41;5261;
10:40:07;TIC Gauge 1;11;3,61E+00;9:12:26;1:27:41;5261;
10:40:07;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:41;5261;
10:40:07;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:41;5261;
10:40:09;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:43;5263;
10:40:09;TIC Turbo Speed;;1,6;9:12:26;1:27:43;5263;
10:40:09;TIC Turbo Power;;8;9:12:26;1:27:43;5263;
10:40:09;TIC Gauge 1;11;3,61E+00;9:12:26;1:27:43;5263;
10:40:09;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:43;5263;
10:40:11;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:45;5265;
10:40:11;TIC Turbo Speed;;1,6;9:12:26;1:27:45;5265;
10:40:11;TIC Turbo Power;;6,1;9:12:26;1:27:45;5265;
10:40:11;TIC Gauge 1;11;3,61E+00;9:12:26;1:27:45;5265;
10:40:11;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:45;5265;
10:40:13;TIC Turbo Speed;;1,6;9:12:26;1:27:47;5267;
10:40:13;TIC Turbo Power;;8;9:12:26;1:27:47;5267;
10:40:13;TIC Gauge 1;11;3,60E+00;9:12:26;1:27:47;5267;
10:40:13;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:47;5267;
10:40:13;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:47;5267;
10:40:15;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:49;5269;
10:40:15;TIC Turbo Speed;;1,6;9:12:26;1:27:49;5269;
10:40:15;TIC Turbo Power;;7;9:12:26;1:27:49;5269;
10:40:15;TIC Gauge 1;11;3,60E+00;9:12:26;1:27:49;5269;
10:40:15;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:49;5269;
10:40:17;TIC Turbo Speed;;1,6;9:12:26;1:27:51;5271;
10:40:17;TIC Turbo Power;;8;9:12:26;1:27:51;5271;
10:40:17;TIC Gauge 1;11;3,60E+00;9:12:26;1:27:51;5271;
10:40:17;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:51;5271;
10:40:17;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:51;5271;
10:40:19;TIC Gauge 1;11;3,58E+00;9:12:26;1:27:53;5273;
10:40:19;TIC Turbo Speed;;1,6;9:12:26;1:27:53;5273;
10:40:19;TIC Turbo Power;;7,3;9:12:26;1:27:53;5273;
10:40:19;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:53;5273;
10:40:19;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:53;5273;
10:40:21;TIC Gauge 1;11;3,58E+00;9:12:26;1:27:55;5275;
10:40:21;TIC Turbo Speed;;1,6;9:12:26;1:27:55;5275;
10:40:21;TIC Turbo Power;;7,5;9:12:26;1:27:55;5275;
10:40:21;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:55;5275;
10:40:21;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:55;5275;
10:40:23;TIC Turbo Speed;;1,6;9:12:26;1:27:57;5277;
10:40:23;TIC Turbo Power;;8;9:12:26;1:27:57;5277;
10:40:23;TIC Gauge 1;11;3,58E+00;9:12:26;1:27:57;5277;
10:40:23;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:57;5277;
10:40:23;TIC Gauge 3;5;9,90E+09;9:12:26;1:27:57;5277;
10:40:25;TIC Turbo Speed;;1,6;9:12:26;1:27:59;5279;
10:40:25;TIC Turbo Power;;8;9:12:26;1:27:59;5279;
10:40:25;TIC Gauge 1;11;3,58E+00;9:12:26;1:27:59;5279;
10:40:25;TIC Gauge 2;5;9,90E+09;9:12:26;1:27:59;5279;
10:40:26;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:00;5280;
10:40:27;TIC Turbo Speed;;1,6;9:12:26;1:28:01;5281;
10:40:27;TIC Turbo Power;;8;9:12:26;1:28:01;5281;
10:40:27;TIC Gauge 1;11;3,58E+00;9:12:26;1:28:01;5281;
10:40:27;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:01;5281;
10:40:28;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:02;5282;
10:40:29;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:03;5283;
10:40:29;TIC Turbo Speed;;1,6;9:12:26;1:28:03;5283;
10:40:29;TIC Turbo Power;;6,1;9:12:26;1:28:03;5283;
10:40:30;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:04;5284;
10:40:30;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:04;5284;
10:40:31;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:05;5285;
10:40:31;TIC Turbo Speed;;1,6;9:12:26;1:28:05;5285;
10:40:31;TIC Turbo Power;;6,1;9:12:26;1:28:05;5285;
10:40:32;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:06;5286;
10:40:32;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:06;5286;
10:40:33;TIC Turbo Speed;;1,6;9:12:26;1:28:07;5287;
10:40:34;TIC Turbo Power;;6,1;9:12:26;1:28:08;5288;
10:40:34;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:08;5288;
10:40:34;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:08;5288;
10:40:34;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:08;5288;
10:40:36;TIC Turbo Speed;;1,6;9:12:26;1:28:10;5290;
10:40:36;TIC Turbo Power;;6,1;9:12:26;1:28:10;5290;
10:40:36;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:10;5290;
10:40:36;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:10;5290;
10:40:36;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:10;5290;
10:40:38;TIC Turbo Speed;;1,6;9:12:26;1:28:12;5292;
10:40:38;TIC Turbo Power;;6,1;9:12:26;1:28:12;5292;
10:40:38;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:12;5292;
10:40:38;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:12;5292;
10:40:38;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:12;5292;
10:40:40;TIC Turbo Speed;;1,6;9:12:26;1:28:14;5294;
10:40:40;TIC Turbo Power;;6,8;9:12:26;1:28:14;5294;
10:40:40;TIC Gauge 1;11;3,54E+00;9:12:26;1:28:14;5294;
10:40:40;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:14;5294;
10:40:40;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:14;5294;
10:40:42;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:16;5296;
10:40:42;TIC Turbo Speed;;1,6;9:12:26;1:28:16;5296;
10:40:42;TIC Turbo Power;;6,1;9:12:26;1:28:16;5296;
10:40:42;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:16;5296;
10:40:42;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:16;5296;
10:40:44;TIC Turbo Speed;;1,6;9:12:26;1:28:18;5298;
10:40:44;TIC Turbo Power;;8,4;9:12:26;1:28:18;5298;
10:40:44;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:18;5298;
10:40:44;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:18;5298;
10:40:44;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:18;5298;
10:40:46;TIC Turbo Speed;;1,6;9:12:26;1:28:20;5300;
10:40:46;TIC Turbo Power;;6,1;9:12:26;1:28:20;5300;
10:40:46;TIC Gauge 1;11;3,56E+00;9:12:26;1:28:20;5300;
10:40:46;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:20;5300;
10:40:46;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:20;5300;
10:40:48;TIC Turbo Speed;;1,6;9:12:26;1:28:22;5302;
10:40:48;TIC Turbo Power;;6,1;9:12:26;1:28:22;5302;
10:40:48;TIC Gauge 1;11;3,54E+00;9:12:26;1:28:22;5302;
10:40:48;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:22;5302;
10:40:48;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:22;5302;
10:40:50;TIC Turbo Speed;;1,6;9:12:26;1:28:24;5304;
10:40:50;TIC Turbo Power;;6,1;9:12:26;1:28:24;5304;
10:40:50;TIC Gauge 1;11;3,54E+00;9:12:26;1:28:24;5304;
10:40:50;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:24;5304;
10:40:50;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:24;5304;
10:40:52;TIC Gauge 1;11;3,52E+00;9:12:26;1:28:26;5306;
10:40:52;TIC Turbo Speed;;1,6;9:12:26;1:28:26;5306;
10:40:52;TIC Turbo Power;;7,5;9:12:26;1:28:26;5306;
10:40:52;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:26;5306;
10:40:52;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:26;5306;
10:40:54;TIC Turbo Speed;;1,6;9:12:26;1:28:28;5308;
10:40:54;TIC Turbo Power;;6,1;9:12:26;1:28:28;5308;
10:40:54;TIC Gauge 1;11;3,52E+00;9:12:26;1:28:28;5308;
10:40:54;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:28;5308;
10:40:54;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:28;5308;
10:40:56;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:30;5310;
10:40:56;TIC Turbo Speed;;1,6;9:12:26;1:28:30;5310;
10:40:56;TIC Turbo Power;;8;9:12:26;1:28:30;5310;
10:40:56;TIC Gauge 1;11;3,52E+00;9:12:26;1:28:30;5310;
10:40:56;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:30;5310;
10:40:58;TIC Turbo Speed;;1,6;9:12:26;1:28:32;5312;
10:40:58;TIC Turbo Power;;7,5;9:12:26;1:28:32;5312;
10:40:58;TIC Gauge 1;11;3,51E+00;9:12:26;1:28:32;5312;
10:40:58;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:32;5312;
10:40:58;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:32;5312;
10:41:00;TIC Turbo Speed;;1,6;9:12:26;1:28:34;5314;
10:41:00;TIC Turbo Power;;7,7;9:12:26;1:28:34;5314;
10:41:00;TIC Gauge 1;11;3,51E+00;9:12:26;1:28:34;5314;
10:41:00;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:34;5314;
10:41:01;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:35;5315;
10:41:02;TIC Turbo Speed;;1,6;9:12:26;1:28:36;5316;
10:41:02;TIC Turbo Power;;6,5;9:12:26;1:28:36;5316;
10:41:02;TIC Gauge 1;11;3,51E+00;9:12:26;1:28:36;5316;
10:41:03;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:37;5317;
10:41:03;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:37;5317;
10:41:04;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:38;5318;
10:41:04;TIC Turbo Speed;;1,6;9:12:26;1:28:38;5318;
10:41:04;TIC Turbo Power;;6,5;9:12:26;1:28:38;5318;
10:41:05;TIC Gauge 1;11;3,51E+00;9:12:26;1:28:39;5319;
10:41:05;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:39;5319;
10:41:06;TIC Gauge 1;11;3,51E+00;9:12:26;1:28:40;5320;
10:41:06;TIC Turbo Speed;;1,6;9:12:26;1:28:40;5320;
10:41:06;TIC Turbo Power;;7;9:12:26;1:28:40;5320;
10:41:07;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:41;5321;
10:41:07;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:41;5321;
10:41:08;TIC Gauge 1;11;3,49E+00;9:12:26;1:28:42;5322;
10:41:09;TIC Turbo Speed;;1,6;9:12:26;1:28:43;5323;
10:41:09;TIC Turbo Power;;8,2;9:12:26;1:28:43;5323;
10:41:09;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:43;5323;
10:41:09;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:43;5323;
10:41:11;TIC Turbo Speed;;1,6;9:12:26;1:28:45;5325;
10:41:11;TIC Turbo Power;;8,4;9:12:26;1:28:45;5325;
10:41:11;TIC Gauge 1;11;3,49E+00;9:12:26;1:28:45;5325;
10:41:11;TIC Gauge 2;5;9,90E+09;9:12:26;1:28:45;5325;
10:41:11;TIC Gauge 3;5;9,90E+09;9:12:26;1:28:45;5325;
10:41:13;TIC Turbo Speed;;1,6;9:12:26;1:28:47;5327;
10:41:13;TIC Turbo Power;;8,2;9:12:26;1:28:47;5327;
10:41:13;TIC Gauge 1;11;3,49E+00;9:12:26;1:28:47;5327;
