Time;Object Name;Status;Value;;;;;Object Name;Value;
11:16:42;TIC Gauge 2;11;3,13E-01;9:12:26;2:04:16;;;TIC Gauge 2;3,13E-01;7456
11:16:42;TIC Gauge 3;11;2,52E-01;9:12:26;2:04:16;;;TIC Gauge 3;2,52E-01;7456
11:16:44;;;99,8;9:12:26;2:04:18;;;;99,8;7458
11:16:44;;;18,2;9:12:26;2:04:18;;;;18,2;7458
11:16:44;TIC Gauge 1;11;4,52E-01;9:12:26;2:04:18;;;TIC Gauge 1;4,52E-01;7458
11:16:44;TIC Gauge 2;11;3,14E-01;9:12:26;2:04:18;;;TIC Gauge 2;3,14E-01;7458
11:16:44;TIC Gauge 3;11;2,54E-01;9:12:26;2:04:18;;;TIC Gauge 3;2,54E-01;7458
11:16:46;;;99,8;9:12:26;2:04:20;;;;99,8;7460
11:16:46;;;16,5;9:12:26;2:04:20;;;;16,5;7460
11:16:46;TIC Gauge 1;11;4,57E-01;9:12:26;2:04:20;;;TIC Gauge 1;4,57E-01;7460
11:16:46;TIC Gauge 2;11;3,16E-01;9:12:26;2:04:20;;;TIC Gauge 2;3,16E-01;7460
11:16:46;TIC Gauge 3;11;2,53E-01;9:12:26;2:04:20;;;TIC Gauge 3;2,53E-01;7460
11:16:48;;;99,8;9:12:26;2:04:22;;;;99,8;7462
11:16:48;;;16,8;9:12:26;2:04:22;;;;16,8;7462
11:16:48;TIC Gauge 1;11;4,59E-01;9:12:26;2:04:22;;;TIC Gauge 1;4,59E-01;7462
11:16:48;TIC Gauge 2;11;3,18E-01;9:12:26;2:04:22;;;TIC Gauge 2;3,18E-01;7462
11:16:48;TIC Gauge 3;11;2,57E-01;9:12:26;2:04:22;;;TIC Gauge 3;2,57E-01;7462
11:16:50;;;99,8;9:12:26;2:04:24;;;;99,8;7464
11:16:50;;;14,6;9:12:26;2:04:24;;;;14,6;7464
11:16:50;TIC Gauge 1;11;4,59E-01;9:12:26;2:04:24;;;TIC Gauge 1;4,59E-01;7464
11:16:50;TIC Gauge 2;11;3,20E-01;9:12:26;2:04:24;;;TIC Gauge 2;3,20E-01;7464
11:16:50;TIC Gauge 3;11;2,58E-01;9:12:26;2:04:24;;;TIC Gauge 3;2,58E-01;7464
11:16:52;;;99,8;9:12:26;2:04:26;;;;99,8;7466
11:16:52;;;17,9;9:12:26;2:04:26;;;;17,9;7466
11:16:52;TIC Gauge 1;11;4,64E-01;9:12:26;2:04:26;;;TIC Gauge 1;4,64E-01;7466
11:16:52;TIC Gauge 2;11;3,22E-01;9:12:26;2:04:26;;;TIC Gauge 2;3,22E-01;7466
11:16:52;TIC Gauge 3;11;2,61E-01;9:12:26;2:04:26;;;TIC Gauge 3;2,61E-01;7466
11:16:54;;;99,8;9:12:26;2:04:28;;;;99,8;7468
11:16:54;;;15,8;9:12:26;2:04:28;;;;15,8;7468
11:16:54;TIC Gauge 1;11;4,71E-01;9:12:26;2:04:28;;;TIC Gauge 1;4,71E-01;7468
11:16:54;TIC Gauge 2;11;3,23E-01;9:12:26;2:04:28;;;TIC Gauge 2;3,23E-01;7468
11:16:54;TIC Gauge 3;11;2,60E-01;9:12:26;2:04:28;;;TIC Gauge 3;2,60E-01;7468
11:16:56;;;99,8;9:12:26;2:04:30;;;;99,8;7470
11:16:56;;;16,5;9:12:26;2:04:30;;;;16,5;7470
11:16:56;TIC Gauge 1;11;4,71E-01;9:12:26;2:04:30;;;TIC Gauge 1;4,71E-01;7470
11:16:56;TIC Gauge 2;11;3,25E-01;9:12:26;2:04:30;;;TIC Gauge 2;3,25E-01;7470
11:16:56;TIC Gauge 3;11;2,65E-01;9:12:26;2:04:30;;;TIC Gauge 3;2,65E-01;7470
11:16:58;TIC Gauge 3;11;2,64E-01;9:12:26;2:04:32;;;TIC Gauge 3;2,64E-01;7472
11:16:58;;;99,8;9:12:26;2:04:32;;;;99,8;7472
11:16:58;;;14,6;9:12:26;2:04:32;;;;14,6;7472
11:16:58;TIC Gauge 1;11;4,74E-01;9:12:26;2:04:32;;;TIC Gauge 1;4,74E-01;7472
11:16:58;TIC Gauge 2;11;3,26E-01;9:12:26;2:04:32;;;TIC Gauge 2;3,26E-01;7472
11:17:00;;;99,8;9:12:26;2:04:34;;;;99,8;7474
11:17:00;;;17,5;9:12:26;2:04:34;;;;17,5;7474
11:17:00;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:34;;;TIC Gauge 1;1,00E-02;7474
11:17:00;TIC Gauge 2;11;6,63E-03;9:12:26;2:04:34;;;TIC Gauge 2;6,63E-03;7474
11:17:01;TIC Gauge 3;11;8,06E-03;9:12:26;2:04:35;;;TIC Gauge 3;8,06E-03;7475
11:17:02;;;99,8;9:12:26;2:04:36;;;;99,8;7476
11:17:02;;;16,5;9:12:26;2:04:36;;;;16,5;7476
11:17:03;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:37;;;TIC Gauge 1;1,00E-02;7477
11:17:03;TIC Gauge 2;11;2,67E-03;9:12:26;2:04:37;;;TIC Gauge 2;2,67E-03;7477
11:17:03;TIC Gauge 3;11;3,73E-03;9:12:26;2:04:37;;;TIC Gauge 3;3,73E-03;7477
11:17:04;;;99,8;9:12:26;2:04:38;;;;99,8;7478
11:17:04;;;14,8;9:12:26;2:04:38;;;;14,8;7478
11:17:05;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:39;;;TIC Gauge 1;1,00E-02;7479
11:17:05;TIC Gauge 2;11;1,95E-03;9:12:26;2:04:39;;;TIC Gauge 2;1,95E-03;7479
11:17:05;TIC Gauge 3;11;2,69E-03;9:12:26;2:04:39;;;TIC Gauge 3;2,69E-03;7479
11:17:06;TIC Gauge 2;11;1,65E-03;9:12:26;2:04:40;;;TIC Gauge 2;1,65E-03;7480
11:17:06;;;99,8;9:12:26;2:04:40;;;;99,8;7480
11:17:07;;;16,5;9:12:26;2:04:41;;;;16,5;7481
11:17:07;TIC Gauge 3;11;2,31E-03;9:12:26;2:04:41;;;TIC Gauge 3;2,31E-03;7481
11:17:07;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:41;;;TIC Gauge 1;1,00E-02;7481
11:17:09;;;99,8;9:12:26;2:04:43;;;;99,8;7483
11:17:09;;;17,5;9:12:26;2:04:43;;;;17,5;7483
11:17:09;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:43;;;TIC Gauge 1;1,00E-02;7483
11:17:09;TIC Gauge 2;11;1,39E-03;9:12:26;2:04:43;;;TIC Gauge 2;1,39E-03;7483
11:17:09;TIC Gauge 3;11;1,96E-03;9:12:26;2:04:43;;;TIC Gauge 3;1,96E-03;7483
11:17:11;TIC Gauge 2;11;1,28E-03;9:12:26;2:04:45;;;TIC Gauge 2;1,28E-03;7485
11:17:11;;;99,8;9:12:26;2:04:45;;;;99,8;7485
11:17:11;;;16;9:12:26;2:04:45;;;;16;7485
11:17:11;TIC Gauge 3;11;1,78E-03;9:12:26;2:04:45;;;TIC Gauge 3;1,78E-03;7485
11:17:11;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:45;;;TIC Gauge 1;1,00E-02;7485
11:17:13;TIC Gauge 3;11;1,63E-03;9:12:26;2:04:47;;;TIC Gauge 3;1,63E-03;7487
11:17:13;;;99,8;9:12:26;2:04:47;;;;99,8;7487
11:17:13;;;13,6;9:12:26;2:04:47;;;;13,6;7487
11:17:13;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:47;;;TIC Gauge 1;1,00E-02;7487
11:17:13;TIC Gauge 2;11;1,16E-03;9:12:26;2:04:47;;;TIC Gauge 2;1,16E-03;7487
11:17:15;TIC Gauge 2;11;1,08E-03;9:12:26;2:04:49;;;TIC Gauge 2;1,08E-03;7489
11:17:15;;;99,8;9:12:26;2:04:49;;;;99,8;7489
11:17:15;;;16,5;9:12:26;2:04:49;;;;16,5;7489
11:17:15;TIC Gauge 3;11;1,49E-03;9:12:26;2:04:49;;;TIC Gauge 3;1,49E-03;7489
11:17:15;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:49;;;TIC Gauge 1;1,00E-02;7489
11:17:17;TIC Gauge 2;11;1,01E-03;9:12:26;2:04:51;;;TIC Gauge 2;1,01E-03;7491
11:17:17;;;99,8;9:12:26;2:04:51;;;;99,8;7491
11:17:17;;;17,5;9:12:26;2:04:51;;;;17,5;7491
11:17:17;TIC Gauge 3;11;1,41E-03;9:12:26;2:04:51;;;TIC Gauge 3;1,41E-03;7491
11:17:17;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:51;;;TIC Gauge 1;1,00E-02;7491
11:17:19;;;99,8;9:12:26;2:04:53;;;;99,8;7493
11:17:19;;;18,2;9:12:26;2:04:53;;;;18,2;7493
11:17:19;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:53;;;TIC Gauge 1;1,00E-02;7493
11:17:19;TIC Gauge 2;11;9,53E-04;9:12:26;2:04:53;;;TIC Gauge 2;9,53E-04;7493
11:17:19;TIC Gauge 3;11;1,33E-03;9:12:26;2:04:53;;;TIC Gauge 3;1,33E-03;7493
11:17:21;;;99,8;9:12:26;2:04:55;;;;99,8;7495
11:17:21;;;14,6;9:12:26;2:04:55;;;;14,6;7495
11:17:21;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:55;;;TIC Gauge 1;1,00E-02;7495
11:17:21;TIC Gauge 2;11;9,03E-04;9:12:26;2:04:55;;;TIC Gauge 2;9,03E-04;7495
11:17:21;TIC Gauge 3;11;1,25E-03;9:12:26;2:04:55;;;TIC Gauge 3;1,25E-03;7495
11:17:23;;;99,8;9:12:26;2:04:57;;;;99,8;7497
11:17:23;;;16,5;9:12:26;2:04:57;;;;16,5;7497
11:17:23;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:57;;;TIC Gauge 1;1,00E-02;7497
11:17:23;TIC Gauge 2;11;8,56E-04;9:12:26;2:04:57;;;TIC Gauge 2;8,56E-04;7497
11:17:23;TIC Gauge 3;11;1,19E-03;9:12:26;2:04:57;;;TIC Gauge 3;1,19E-03;7497
11:17:25;;;99,8;9:12:26;2:04:59;;;;99,8;7499
11:17:25;;;17,5;9:12:26;2:04:59;;;;17,5;7499
11:17:25;TIC Gauge 1;11;1,00E-02;9:12:26;2:04:59;;;TIC Gauge 1;1,00E-02;7499
11:17:25;TIC Gauge 2;11;8,19E-04;9:12:26;2:04:59;;;TIC Gauge 2;8,19E-04;7499
11:17:25;TIC Gauge 3;11;1,14E-03;9:12:26;2:04:59;;;TIC Gauge 3;1,14E-03;7499
11:17:27;;;99,8;9:12:26;2:05:01;;;;99,8;7501
11:17:27;;;17,5;9:12:26;2:05:01;;;;17,5;7501
11:17:27;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:01;;;TIC Gauge 1;1,00E-02;7501
11:17:27;TIC Gauge 2;11;7,91E-04;9:12:26;2:05:01;;;TIC Gauge 2;7,91E-04;7501
11:17:27;TIC Gauge 3;11;1,08E-03;9:12:26;2:05:01;;;TIC Gauge 3;1,08E-03;7501
11:17:29;;;99,8;9:12:26;2:05:03;;;;99,8;7503
11:17:29;;;18;9:12:26;2:05:03;;;;18;7503
11:17:29;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:03;;;TIC Gauge 1;1,00E-02;7503
11:17:29;TIC Gauge 2;11;7,64E-04;9:12:26;2:05:03;;;TIC Gauge 2;7,64E-04;7503
11:17:29;TIC Gauge 3;11;1,05E-03;9:12:26;2:05:03;;;TIC Gauge 3;1,05E-03;7503
11:17:31;;;99,8;9:12:26;2:05:05;;;;99,8;7505
11:17:31;;;17,5;9:12:26;2:05:05;;;;17,5;7505
11:17:31;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:05;;;TIC Gauge 1;1,00E-02;7505
11:17:31;TIC Gauge 2;11;7,43E-04;9:12:26;2:05:05;;;TIC Gauge 2;7,43E-04;7505
11:17:31;TIC Gauge 3;11;1,02E-03;9:12:26;2:05:05;;;TIC Gauge 3;1,02E-03;7505
11:17:33;;;99,8;9:12:26;2:05:07;;;;99,8;7507
11:17:33;;;17,5;9:12:26;2:05:07;;;;17,5;7507
11:17:33;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:07;;;TIC Gauge 1;1,00E-02;7507
11:17:33;TIC Gauge 2;11;7,19E-04;9:12:26;2:05:07;;;TIC Gauge 2;7,19E-04;7507
11:17:34;TIC Gauge 3;11;9,89E-04;9:12:26;2:05:08;;;TIC Gauge 3;9,89E-04;7508
11:17:35;TIC Gauge 2;11;6,97E-04;9:12:26;2:05:09;;;TIC Gauge 2;6,97E-04;7509
11:17:35;;;99,8;9:12:26;2:05:09;;;;99,8;7509
11:17:35;;;15,1;9:12:26;2:05:09;;;;15,1;7509
11:17:35;TIC Gauge 3;11;9,69E-04;9:12:26;2:05:09;;;TIC Gauge 3;9,69E-04;7509
11:17:35;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:09;;;TIC Gauge 1;1,00E-02;7509
11:17:37;;;99,8;9:12:26;2:05:11;;;;99,8;7511
11:17:37;;;16,5;9:12:26;2:05:11;;;;16,5;7511
11:17:37;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:11;;;TIC Gauge 1;1,00E-02;7511
11:17:38;TIC Gauge 2;11;6,75E-04;9:12:26;2:05:12;;;TIC Gauge 2;6,75E-04;7512
11:17:38;TIC Gauge 3;11;9,44E-04;9:12:26;2:05:12;;;TIC Gauge 3;9,44E-04;7512
11:17:39;;;99,8;9:12:26;2:05:13;;;;99,8;7513
11:17:39;;;17,5;9:12:26;2:05:13;;;;17,5;7513
11:17:40;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:14;;;TIC Gauge 1;1,00E-02;7514
11:17:40;TIC Gauge 2;11;6,56E-04;9:12:26;2:05:14;;;TIC Gauge 2;6,56E-04;7514
11:17:40;TIC Gauge 3;11;9,05E-04;9:12:26;2:05:14;;;TIC Gauge 3;9,05E-04;7514
11:17:42;;;99,8;9:12:26;2:05:16;;;;99,8;7516
11:17:42;;;16,5;9:12:26;2:05:16;;;;16,5;7516
11:17:42;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:16;;;TIC Gauge 1;1,00E-02;7516
11:17:42;TIC Gauge 2;11;6,39E-04;9:12:26;2:05:16;;;TIC Gauge 2;6,39E-04;7516
11:17:42;TIC Gauge 3;11;8,82E-04;9:12:26;2:05:16;;;TIC Gauge 3;8,82E-04;7516
11:17:44;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:18;;;TIC Gauge 1;1,00E-02;7518
11:17:44;;;99,8;9:12:26;2:05:18;;;;99,8;7518
11:17:44;;;17,5;9:12:26;2:05:18;;;;17,5;7518
11:17:44;TIC Gauge 2;11;6,27E-04;9:12:26;2:05:18;;;TIC Gauge 2;6,27E-04;7518
11:17:44;TIC Gauge 3;11;8,72E-04;9:12:26;2:05:18;;;TIC Gauge 3;8,72E-04;7518
11:17:46;;;99,8;9:12:26;2:05:20;;;;99,8;7520
11:17:46;;;16,5;9:12:26;2:05:20;;;;16,5;7520
11:17:46;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:20;;;TIC Gauge 1;1,00E-02;7520
11:17:46;TIC Gauge 2;11;6,13E-04;9:12:26;2:05:20;;;TIC Gauge 2;6,13E-04;7520
11:17:46;TIC Gauge 3;11;8,48E-04;9:12:26;2:05:20;;;TIC Gauge 3;8,48E-04;7520
11:17:48;TIC Gauge 3;11;8,24E-04;9:12:26;2:05:22;;;TIC Gauge 3;8,24E-04;7522
11:17:48;;;99,8;9:12:26;2:05:22;;;;99,8;7522
11:17:48;;;15,8;9:12:26;2:05:22;;;;15,8;7522
11:17:48;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:22;;;TIC Gauge 1;1,00E-02;7522
11:17:48;TIC Gauge 2;11;6,02E-04;9:12:26;2:05:22;;;TIC Gauge 2;6,02E-04;7522
11:17:50;TIC Gauge 3;11;8,14E-04;9:12:26;2:05:24;;;TIC Gauge 3;8,14E-04;7524
11:17:50;;;99,8;9:12:26;2:05:24;;;;99,8;7524
11:17:50;;;15,8;9:12:26;2:05:24;;;;15,8;7524
11:17:50;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:24;;;TIC Gauge 1;1,00E-02;7524
11:17:50;TIC Gauge 2;11;5,90E-04;9:12:26;2:05:24;;;TIC Gauge 2;5,90E-04;7524
11:17:52;;;99,8;9:12:26;2:05:26;;;;99,8;7526
11:17:52;;;17,5;9:12:26;2:05:26;;;;17,5;7526
11:17:52;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:26;;;TIC Gauge 1;1,00E-02;7526
11:17:52;TIC Gauge 2;11;5,79E-04;9:12:26;2:05:26;;;TIC Gauge 2;5,79E-04;7526
11:17:52;TIC Gauge 3;11;7,99E-04;9:12:26;2:05:26;;;TIC Gauge 3;7,99E-04;7526
11:17:54;;;99,8;9:12:26;2:05:28;;;;99,8;7528
11:17:54;;;17,5;9:12:26;2:05:28;;;;17,5;7528
11:17:54;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:28;;;TIC Gauge 1;1,00E-02;7528
11:17:54;TIC Gauge 2;11;5,70E-04;9:12:26;2:05:28;;;TIC Gauge 2;5,70E-04;7528
11:17:54;TIC Gauge 3;11;7,91E-04;9:12:26;2:05:28;;;TIC Gauge 3;7,91E-04;7528
11:17:56;;;99,8;9:12:26;2:05:30;;;;99,8;7530
11:17:56;;;16,3;9:12:26;2:05:30;;;;16,3;7530
11:17:56;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:30;;;TIC Gauge 1;1,00E-02;7530
11:17:56;TIC Gauge 2;11;5,59E-04;9:12:26;2:05:30;;;TIC Gauge 2;5,59E-04;7530
11:17:56;TIC Gauge 3;11;7,73E-04;9:12:26;2:05:30;;;TIC Gauge 3;7,73E-04;7530
11:17:58;;;99,8;9:12:26;2:05:32;;;;99,8;7532
11:17:58;;;16,5;9:12:26;2:05:32;;;;16,5;7532
11:17:58;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:32;;;TIC Gauge 1;1,00E-02;7532
11:17:58;TIC Gauge 2;11;5,51E-04;9:12:26;2:05:32;;;TIC Gauge 2;5,51E-04;7532
11:17:58;TIC Gauge 3;11;7,61E-04;9:12:26;2:05:32;;;TIC Gauge 3;7,61E-04;7532
11:18:00;;;99,8;9:12:26;2:05:34;;;;99,8;7534
11:18:00;;;15,6;9:12:26;2:05:34;;;;15,6;7534
11:18:00;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:34;;;TIC Gauge 1;1,00E-02;7534
11:18:00;TIC Gauge 2;11;5,41E-04;9:12:26;2:05:34;;;TIC Gauge 2;5,41E-04;7534
11:18:00;TIC Gauge 3;11;7,53E-04;9:12:26;2:05:34;;;TIC Gauge 3;7,53E-04;7534
11:18:02;TIC Gauge 3;11;7,43E-04;9:12:26;2:05:36;;;TIC Gauge 3;7,43E-04;7536
11:18:02;;;99,8;9:12:26;2:05:36;;;;99,8;7536
11:18:02;;;18,2;9:12:26;2:05:36;;;;18,2;7536
11:18:02;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:36;;;TIC Gauge 1;1,00E-02;7536
11:18:02;TIC Gauge 2;11;5,32E-04;9:12:26;2:05:36;;;TIC Gauge 2;5,32E-04;7536
11:18:04;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:38;;;TIC Gauge 1;1,00E-02;7538
11:18:04;;;99,8;9:12:26;2:05:38;;;;99,8;7538
11:18:04;;;17,5;9:12:26;2:05:38;;;;17,5;7538
11:18:04;TIC Gauge 2;11;5,25E-04;9:12:26;2:05:38;;;TIC Gauge 2;5,25E-04;7538
11:18:04;TIC Gauge 3;11;7,29E-04;9:12:26;2:05:38;;;TIC Gauge 3;7,29E-04;7538
11:18:06;;;99,8;9:12:26;2:05:40;;;;99,8;7540
11:18:06;;;16,5;9:12:26;2:05:40;;;;16,5;7540
11:18:06;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:40;;;TIC Gauge 1;1,00E-02;7540
11:18:06;TIC Gauge 2;11;5,16E-04;9:12:26;2:05:40;;;TIC Gauge 2;5,16E-04;7540
11:18:06;TIC Gauge 3;11;7,22E-04;9:12:26;2:05:40;;;TIC Gauge 3;7,22E-04;7540
11:18:08;;;99,8;9:12:26;2:05:42;;;;99,8;7542
11:18:08;;;16,5;9:12:26;2:05:42;;;;16,5;7542
11:18:08;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:42;;;TIC Gauge 1;1,00E-02;7542
11:18:08;TIC Gauge 2;11;5,08E-04;9:12:26;2:05:42;;;TIC Gauge 2;5,08E-04;7542
11:18:09;TIC Gauge 3;11;7,10E-04;9:12:26;2:05:43;;;TIC Gauge 3;7,10E-04;7543
11:18:10;;;99,8;9:12:26;2:05:44;;;;99,8;7544
11:18:10;;;17,5;9:12:26;2:05:44;;;;17,5;7544
11:18:10;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:44;;;TIC Gauge 1;1,00E-02;7544
11:18:10;TIC Gauge 2;11;5,01E-04;9:12:26;2:05:44;;;TIC Gauge 2;5,01E-04;7544
11:18:11;TIC Gauge 3;11;7,02E-04;9:12:26;2:05:45;;;TIC Gauge 3;7,02E-04;7545
11:18:12;;;99,8;9:12:26;2:05:46;;;;99,8;7546
11:18:12;;;16,5;9:12:26;2:05:46;;;;16,5;7546
11:18:12;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:46;;;TIC Gauge 1;1,00E-02;7546
11:18:13;TIC Gauge 2;11;4,95E-04;9:12:26;2:05:47;;;TIC Gauge 2;4,95E-04;7547
11:18:13;TIC Gauge 3;11;6,90E-04;9:12:26;2:05:47;;;TIC Gauge 3;6,90E-04;7547
11:18:14;;;99,8;9:12:26;2:05:48;;;;99,8;7548
11:18:15;;;16,5;9:12:26;2:05:49;;;;16,5;7549
11:18:15;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:49;;;TIC Gauge 1;1,00E-02;7549
11:18:15;TIC Gauge 2;11;4,90E-04;9:12:26;2:05:49;;;TIC Gauge 2;4,90E-04;7549
11:18:15;TIC Gauge 3;11;6,82E-04;9:12:26;2:05:49;;;TIC Gauge 3;6,82E-04;7549
11:18:16;;;99,8;9:12:26;2:05:50;;;;99,8;7550
11:18:17;;;16,5;9:12:26;2:05:51;;;;16,5;7551
11:18:17;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:51;;;TIC Gauge 1;1,00E-02;7551
11:18:17;TIC Gauge 2;11;4,84E-04;9:12:26;2:05:51;;;TIC Gauge 2;4,84E-04;7551
11:18:17;TIC Gauge 3;11;6,73E-04;9:12:26;2:05:51;;;TIC Gauge 3;6,73E-04;7551
11:18:19;TIC Gauge 3;11;6,71E-04;9:12:26;2:05:53;;;TIC Gauge 3;6,71E-04;7553
11:18:19;;;99,8;9:12:26;2:05:53;;;;99,8;7553
11:18:19;;;16,5;9:12:26;2:05:53;;;;16,5;7553
11:18:19;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:53;;;TIC Gauge 1;1,00E-02;7553
11:18:19;TIC Gauge 2;11;4,78E-04;9:12:26;2:05:53;;;TIC Gauge 2;4,78E-04;7553
11:18:21;;;99,8;9:12:26;2:05:55;;;;99,8;7555
11:18:21;;;16,5;9:12:26;2:05:55;;;;16,5;7555
11:18:21;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:55;;;TIC Gauge 1;1,00E-02;7555
11:18:21;TIC Gauge 2;11;4,74E-04;9:12:26;2:05:55;;;TIC Gauge 2;4,74E-04;7555
11:18:21;TIC Gauge 3;11;6,57E-04;9:12:26;2:05:55;;;TIC Gauge 3;6,57E-04;7555
11:18:23;;;99,8;9:12:26;2:05:57;;;;99,8;7557
11:18:23;;;17,9;9:12:26;2:05:57;;;;17,9;7557
11:18:23;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:57;;;TIC Gauge 1;1,00E-02;7557
11:18:23;TIC Gauge 2;11;4,70E-04;9:12:26;2:05:57;;;TIC Gauge 2;4,70E-04;7557
11:18:23;TIC Gauge 3;11;6,57E-04;9:12:26;2:05:57;;;TIC Gauge 3;6,57E-04;7557
11:18:25;TIC Gauge 3;11;6,48E-04;9:12:26;2:05:59;;;TIC Gauge 3;6,48E-04;7559
11:18:25;;;99,8;9:12:26;2:05:59;;;;99,8;7559
11:18:25;;;16,5;9:12:26;2:05:59;;;;16,5;7559
11:18:25;TIC Gauge 1;11;1,00E-02;9:12:26;2:05:59;;;TIC Gauge 1;1,00E-02;7559
11:18:25;TIC Gauge 2;11;4,65E-04;9:12:26;2:05:59;;;TIC Gauge 2;4,65E-04;7559
11:18:27;TIC Gauge 2;11;4,60E-04;9:12:26;2:06:01;;;TIC Gauge 2;4,60E-04;7561
11:18:27;;;99,8;9:12:26;2:06:01;;;;99,8;7561
11:18:27;;;15,8;9:12:26;2:06:01;;;;15,8;7561
11:18:27;TIC Gauge 3;11;6,39E-04;9:12:26;2:06:01;;;TIC Gauge 3;6,39E-04;7561
11:18:27;TIC Gauge 1;11;1,00E-02;9:12:26;2:06:01;;;TIC Gauge 1;1,00E-02;7561
11:18:29;;;99,8;9:12:26;2:06:03;;;;99,8;7563
11:18:29;;;16,3;9:12:26;2:06:03;;;;16,3;7563
11:18:29;TIC Gauge 1;11;1,00E-02;9:12:26;2:06:03;;;TIC Gauge 1;1,00E-02;7563
11:18:29;TIC Gauge 2;11;4,56E-04;9:12:26;2:06:03;;;TIC Gauge 2;4,56E-04;7563
11:18:29;TIC Gauge 3;11;6,30E-04;9:12:26;2:06:03;;;TIC Gauge 3;6,30E-04;7563
11:18:31;;;99,8;9:12:26;2:06:05;;;;99,8;7565
11:18:31;;;18,2;9:12:26;2:06:05;;;;18,2;7565
11:18:31;TIC Gauge 1;11;1,00E-02;9:12:26;2:06:05;;;TIC Gauge 1;1,00E-02;7565
11:18:31;TIC Gauge 2;11;4,52E-04;9:12:26;2:06:05;;;TIC Gauge 2;4,52E-04;7565
11:18:31;TIC Gauge 3;11;6,30E-04;9:12:26;2:06:05;;;TIC Gauge 3;6,30E-04;7565
11:18:33;;;99,8;9:12:26;2:06:07;;;;99,8;7567
11:18:33;;;17,5;9:12:26;2:06:07;;;;17,5;7567
11:18:33;TIC Gauge 1;11;1,00E-02;9:12:26;2:06:07;;;TIC Gauge 1;1,00E-02;7567
11:18:33;TIC Gauge 2;11;4,48E-04;9:12:26;2:06:07;;;TIC Gauge 2;4,48E-04;7567
11:18:33;TIC Gauge 3;11;6,20E-04;9:12:26;2:06:07;;;TIC Gauge 3;6,20E-04;7567
11:18:35;;;99,8;9:12:26;2:06:09;;;;99,8;7569
11:18:35;;;17,9;9:12:26;2:06:09;;;;17,9;7569
11:18:35;TIC Gauge 1;11;1,00E-02;9:12:26;2:06:09;;;TIC Gauge 1;1,00E-02;7569
11:18:35;TIC Gauge 2;11;4,44E-04;9:12:26;2:06:09;;;TIC Gauge 2;4,44E-04;7569
11:18:35;TIC Gauge 3;11;6,13E-04;9:12:26;2:06:09;;;TIC Gauge 3;6,13E-04;7569
11:18:37;;;99,8;9:12:26;2:06:11;;;;99,8;7571
11:18:37;;;16,5;9:12:26;2:06:11;;;;16,5;7571
11:18:37;TIC Gauge 1;11;1,00E-02;9:12:26;2:06:11;;;TIC Gauge 1;1,00E-02;7571
11:18:37;TIC Gauge 2;11;4,40E-04;9:12:26;2:06:11;;;TIC Gauge 2;4,40E-04;7571
11:18:37;TIC Gauge 3;11;6,13E-04;9:12:26;2:06:11;;;TIC Gauge 3;6,13E-04;7571
11:18:39;TIC Gauge 2;11;4,36E-04;9:12:26;2:06:13;;;TIC Gauge 2;4,36E-04;7573
11:18:39;;;99,8;9:12:26;2:06:13;;;;99,8;7573
11:18:39;;;16,8;9:12:26;2:06:13;;;;16,8;7573
