t (s),V (mV);;;;;;
398.141,8.3569;;;;#вхякн!;;
399.142,8.3576;;;;#вхякн!;;
400.142,8.3486;;8,34;400;2,121063216;;
401.142,8.3441;;;;#вхякн!;;
402.141,8.3017;;;;#вхякн!;;
403.142,8.3306;;;;#вхякн!;;
404.142,8.3266;;;;#вхякн!;;
405.142,8.3051;;;;#вхякн!;;
406.142,8.2471;;;;#вхякн!;;
407.142,8.2311;;;;#вхякн!;;
408.141,8.2495;;;;#вхякн!;;
409.141,8.2102;;;;#вхякн!;;
410.142,8.213;;;;#вхякн!;;
411.141,8.2422;;;;#вхякн!;;
412.141,8.2124;;;;#вхякн!;;
413.142,8.214;;;;#вхякн!;;
414.146,8.1823;;;;#вхякн!;;
415.141,8.1672;;;;#вхякн!;;
416.141,8.141;;;;#вхякн!;;
417.141,8.1273;;;;#вхякн!;;
418.142,8.1135;;;;#вхякн!;;
419.142,8.1356;;;;#вхякн!;;
420.141,8.1245;;8,13;420;2,095560924;;
421.142,8.0941;;;;#вхякн!;;
422.142,8.119;;;;#вхякн!;;
423.141,8.1034;;;;#вхякн!;;
424.142,8.1008;;;;#вхякн!;;
425.142,8.0477;;;;#вхякн!;;
426.142,8.0743;;;;#вхякн!;;
427.141,8.0524;;;;#вхякн!;;
428.141,8.0122;;;;#вхякн!;;
429.142,8.0145;;;;#вхякн!;;
430.142,7.9921;;;;#вхякн!;;
431.142,8.0162;;;;#вхякн!;;
432.142,8.0262;;;;#вхякн!;;
433.142,7.9868;;;;#вхякн!;;
434.142,8.0169;;;;#вхякн!;;
435.141,7.9644;;;;#вхякн!;;
436.141,7.9629;;;;#вхякн!;;
437.141,7.9687;;;;#вхякн!;;
438.141,7.9567;;;;#вхякн!;;
439.142,7.9421;;;;#вхякн!;;
440.142,7.9146;;7,91;440;2,068127782;;
441.142,7.9015;;;;#вхякн!;;
442.142,7.9006;;;;#вхякн!;;
443.142,7.8566;;;;#вхякн!;;
444.142,7.868;;;;#вхякн!;;
445.142,7.8496;;;;#вхякн!;;
446.142,7.851;;;;#вхякн!;;
447.142,7.8496;;;;#вхякн!;;
448.142,7.845;;;;#вхякн!;;
449.142,7.8388;;;;#вхякн!;;
450.141,7.8117;;;;#вхякн!;;
451.142,7.7925;;;;#вхякн!;;
452.141,7.7878;;;;#вхякн!;;
453.142,7.7801;;;;#вхякн!;;
454.142,7.7621;;;;#вхякн!;;
455.142,7.7762;;;;#вхякн!;;
456.142,7.7946;;;;#вхякн!;;
457.142,7.7477;;;;#вхякн!;;
458.142,7.7427;;;;#вхякн!;;
459.141,7.7604;;;;#вхякн!;;
460.142,7.7558;;7,75;460;2,047692843;;
461.142,7.724;;;;#вхякн!;;
462.142,7.719;;;;#вхякн!;;
463.141,7.6759;;;;#вхякн!;;
464.141,7.676;;;;#вхякн!;;
465.141,7.6715;;;;#вхякн!;;
466.142,7.6858;;;;#вхякн!;;
467.142,7.6591;;;;#вхякн!;;
468.146,7.6869;;;;#вхякн!;;
469.142,7.6916;;;;#вхякн!;;
470.141,7.6641;;;;#вхякн!;;
471.142,7.6346;;;;#вхякн!;;
472.142,7.6133;;;;#вхякн!;;
473.142,7.6118;;;;#вхякн!;;
474.141,7.6082;;;;#вхякн!;;
475.142,7.6254;;;;#вхякн!;;
476.142,7.5806;;;;#вхякн!;;
477.142,7.552;;;;#вхякн!;;
478.141,7.5652;;;;#вхякн!;;
479.142,7.5611;;;;#вхякн!;;
480.142,7.5397;;7,54;480;2,020222182;;
481.142,7.5415;;;;#вхякн!;;
482.142,7.5339;;;;#вхякн!;;
483.141,7.4877;;;;#вхякн!;;
484.141,7.5091;;;;#вхякн!;;
485.142,7.5141;;;;#вхякн!;;
486.142,7.4942;;;;#вхякн!;;
487.141,7.4757;;;;#вхякн!;;
488.142,7.4146;;;;#вхякн!;;
489.142,7.4258;;;;#вхякн!;;
490.142,7.4423;;;;#вхякн!;;
491.142,7.4555;;;;#вхякн!;;
492.142,7.4572;;;;#вхякн!;;
493.141,7.4498;;;;#вхякн!;;
494.141,7.4498;;;;#вхякн!;;
495.142,7.4014;;;;#вхякн!;;
496.142,7.4055;;;;#вхякн!;;
497.142,7.3771;;;;#вхякн!;;
498.146,7.3742;;;;#вхякн!;;
499.141,7.3753;;;;#вхякн!;;
500.142,7.3651;;7,37;500;1,997417706;;
501.142,7.3565;;;;#вхякн!;;
502.142,7.3446;;;;#вхякн!;;
503.142,7.3551;;;;#вхякн!;;
504.146,7.3235;;;;#вхякн!;;
505.142,7.3229;;;;#вхякн!;;
506.142,7.2725;;;;#вхякн!;;
507.141,7.2993;;;;#вхякн!;;
508.141,7.2994;;;;#вхякн!;;
509.142,7.3016;;;;#вхякн!;;
510.142,7.3543;;;;#вхякн!;;
511.142,7.3255;;;;#вхякн!;;
512.142,7.2413;;;;#вхякн!;;
513.141,7.2833;;;;#вхякн!;;
514.142,7.273;;;;#вхякн!;;
515.142,7.2474;;;;#вхякн!;;
516.142,7.263;;;;#вхякн!;;
517.142,7.2451;;;;#вхякн!;;
518.142,7.2234;;;;#вхякн!;;
519.142,7.217;;;;#вхякн!;;
520.142,7.1971;;7,19;520;1,972691172;;
521.141,7.2401;;;;;;
522.143,7.1933;;;;;;
523.142,7.2246;;;;;;
524.141,7.1969;;;;;;
525.142,7.1919;;;;;;
526.141,7.1597;;;;;;
527.142,7.1294;;;;;;
528.141,7.1318;;;;;;
